============================== SRIM-2008.04 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(2 MeV) ==> Carbon(  6 um) ==============================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 7990  1 .1676374E+07   6000141E-02 -.3376E+03 -.1506E+04   .9995527 -.0107032 -.0279273
T 7991  1 .1649349E+07   6000085E-02  .3198E+04  .1153E+05   .9686804  .0638989  .2399484
T 7992  1 .1676216E+07   6000128E-02 -.3146E+03  .3541E+02   .9998840 -.0149873 -.0027099
T 7993  1 .1680054E+07   6000138E-02  .1815E+02  .5154E+03   .9999090 -.0077040  .0110758
T 7994  1 .1674990E+07   6000127E-02 -.2858E+03  .5926E+03   .9995979 -.0120733  .0256561
T 7995  1 .1670399E+07   6000147E-02 -.4951E+01  .2571E+03   .9999604  .0053177  .0071379
T 7996  1 .1692715E+07   6000122E-02 -.3603E+02  .1531E+02   .9998373 -.0159537 -.0084145
T 7997  1 .1679493E+07   6000150E-02 -.8682E+02  .2024E+03   .9999398 -.0077869  .0077272
T 7998  1 .1686831E+07   6000013E-02 -.5094E+03 -.8860E+03   .9995040  .0157692 -.0272583
T 7999  1 .1694624E+07   6000089E-02 -.1935E+03 -.1140E+03   .9999522  .0087929 -.0042690
T 8000  1 .1677742E+07   6000076E-02 -.7445E+03 -.1076E+03   .9998890 -.0146217 -.0028716
T 8001  1 .1675085E+07   6000163E-02  .3365E+03 -.8752E+03   .9994622  .0104955 -.0310681
T 8002  1 .1679632E+07   6000080E-02  .3355E+03 -.2464E+02   .9997898  .0135563 -.0153791
T 8003  1 .1687737E+07   6000031E-02 -.6528E+03 -.6660E+03   .9997356 -.0139205 -.0183028
T 8004  1 .1657643E+07   6000029E-02 -.5638E+03  .7810E+02   .9997559 -.0189394  .0113791
T 8005  1 .1714214E+07   6000044E-02 -.1608E+03  .3615E+02   .9999330 -.0094031 -.0067510
T 8006  1 .1683669E+07   6000143E-02 -.3992E+03  .1702E+03   .9999494  .0007226  .0100381
T 8007  1 .1684963E+07   6000077E-02  .1029E+03 -.2723E+03   .9999109  .0070200 -.0113525
T 8008  1 .1661845E+07   6000172E-02 -.1428E+03  .3210E+03   .9999176 -.0077165  .0102552
T 8009  1 .1674128E+07   6000015E-02  .1300E+04 -.7851E+03   .9989637  .0398303 -.0220248
T 8010  1 .1680969E+07   6000106E-02 -.7496E+02 -.1681E+02   .9999956  .0028913  .0006102
T 8011  1 .1717318E+07   6000146E-02 -.2773E+03 -.2764E+03   .9998261 -.0123972 -.0139305
T 8012  1 .1706892E+07   6000109E-02  .2779E+03 -.3356E+03   .9998936  .0052438 -.0136157
T 8013  1 .1684706E+07   6000097E-02  .1346E+04  .4975E+03   .9959084  .0781448  .0453845
T 8014  1 .1671180E+07   6000167E-02 -.4571E+03  .1508E+03   .9998369 -.0178385  .0028295
T 8015  1 .1683888E+07   6000159E-02  .8155E+03  .2445E+03   .9996702  .0146595 -.0210864
T 8016  1 .1685040E+07   6000082E-02 -.3194E+03  .2818E+03   .9999110 -.0131788 -.0020998
T 8017  1 .1696116E+07   6000120E-02 -.2725E+03 -.4789E+02   .9998968 -.0140860 -.0028230
T 8018  1 .1666682E+07   6000101E-02  .5390E+03 -.8177E+02   .9999273  .0105912  .0057672
T 8019  1 .1711917E+07   6000172E-02  .4881E+03  .1947E+03   .9995503  .0295320  .0051942
T 8020  1 .1693896E+07   6000066E-02  .4688E+03 -.1171E+03   .9997926  .0171628 -.0109655
T 8021  1 .1687994E+07   6000025E-02  .1976E+03 -.2735E+03   .9998558  .0150348 -.0078897
T 8022  1 .1675056E+07   6000001E-02 -.2524E+03  .7027E+03   .9999301 -.0022448  .0116071
T 8023  1 .1683013E+07   6000001E-02  .3476E+03 -.2801E+03   .9998835  .0150161 -.0027254
T 8024  1 .1689985E+07   6000158E-02  .3470E+03  .5683E+02   .9999357  .0111805  .0019189
T 8025  1 .1692699E+07   6000069E-02 -.8457E+03 -.3639E+02   .9996819 -.0250658 -.0028005
T 8026  1 .1677845E+07   6000014E-02  .3255E+03  .1280E+03   .9999960  .0013128 -.0025008
T 8027  1 .1692853E+07   6000039E-02  .2148E+02 -.8639E+02   .9999840  .0045327  .0033754
T 8028  1 .1678131E+07   6000072E-02  .1180E+03  .7509E+03   .9998971  .0014950  .0142659
T 8029  1 .1691766E+07   6000178E-02 -.1752E+03 -.5861E+03   .9999277 -.0059079 -.0104689
T 8030  1 .1700275E+07   6000169E-02  .2400E+03  .2767E+03   .9997570  .0216242  .0042758
T 8031  1 .1667522E+07   6000118E-02 -.3296E+03 -.1308E+03   .9998155 -.0152596 -.0116653
T 8032  1 .1659226E+07   6000098E-02 -.5077E+03 -.7360E+03   .9998327 -.0132258 -.0126315
T 8033  1 .1689706E+07   6000051E-02  .1592E+03 -.1403E+03   .9999047  .0113663 -.0078357
T 8034  1 .1688032E+07   6000129E-02 -.1687E+03 -.2338E+03   .9998737 -.0123396 -.0100195
T 8035  1 .1689391E+07   6000013E-02 -.1954E+03 -.9541E+03   .9998539 -.0070733 -.0155627
T 8036  1 .1680211E+07   6000034E-02 -.3877E+03  .6569E+02   .9999348 -.0073180  .0087625
T 8037  1 .1694023E+07   6000146E-02 -.1251E+02  .5383E+01   .9999752 -.0070420 -.0000262
T 8038  1 .1703960E+07   6000043E-02 -.4571E+03 -.4000E+02   .9997804 -.0167849 -.0125454
T 8039  1 .1703851E+07   6000135E-02 -.4051E+03 -.3701E+03   .9999455 -.0098687 -.0034012
T 8040  1 .1696023E+07   6000120E-02  .1749E+03  .2034E+03   .9998941  .0142840 -.0027849
T 8041  1 .1661088E+07   6000043E-02 -.4565E+03 -.3506E+01   .9997696  .0212161 -.0032748
T 8042  1 .1685839E+07   6000027E-02  .6683E+03  .6835E+03   .9997452  .0106460  .0199045
T 8043  1 .1677485E+07   6000056E-02 -.2781E+03  .1784E+03   .9998922 -.0133601  .0060964
T 8044  1 .1714219E+07   6000042E-02 -.3018E+03 -.1860E+02   .9997986 -.0111163 -.0167096
T 8045  1 .1712840E+07   6000168E-02  .3572E+03 -.9440E+03   .9997048  .0099305 -.0221746
T 8046  1 .1687538E+07   6000008E-02  .4036E+02  .7001E+02   .9999967 -.0008343 -.0024106
T 8047  1 .1677559E+07   6000112E-02  .6888E+03  .3588E+03   .9999489  .0100431  .0011758
T 8048  1 .1665505E+07   6000030E-02  .1048E+03  .3125E+03   .9999475  .0017345  .0100946
T 8049  1 .1676622E+07   6000126E-02 -.1886E+03  .2319E+03   .9998759 -.0127494 -.0092517
T 8050  1 .1683539E+07   6000158E-02  .3524E+03 -.9172E+02   .9999753  .0065435 -.0025671
T 8051  1 .1642508E+07   6000129E-02 -.2814E+02  .5814E+03   .9998786 -.0041520  .0150176
T 8052  1 .1675637E+07   6000152E-02 -.2058E+03  .5217E+02   .9997348 -.0228570 -.0028187
T 8053  1 .1683278E+07   6000104E-02 -.6386E+03  .2236E+03   .9998349 -.0179492  .0028348
T 8054  1 .1680171E+07   6000105E-02 -.1157E+03 -.2751E+03   .9998984  .0077886 -.0119371
T 8055  1 .1676418E+07   6000007E-02 -.2019E+02  .4409E+03   .9998160 -.0093601  .0167413
T 8056  1 .1691810E+07   6000157E-02  .1322E+03  .4914E+02   .9998308  .0087079 -.0162048
T 8057  1 .1694451E+07   6000013E-02 -.2920E+02 -.2270E+03   .9998726  .0036202 -.0155472
T 8058  1 .1690654E+07   6000172E-02 -.2316E+03 -.1301E+03   .9999352 -.0056183 -.0099050
T 8059  1 .1693545E+07   6000032E-02 -.2035E+03  .4262E+03   .9998168 -.0062132  .0181016
T 8060  1 .1680798E+07   6000051E-02  .9176E+03  .9610E+03   .9991341  .0271099  .0315612
T 8061  1 .1699372E+07   6000020E-02  .4730E+03  .2353E+03   .9999480  .0098475  .0026483
T 8062  1 .1677381E+07   6000125E-02  .1183E+04 -.7596E+03   .9988983  .0377548 -.0278705
T 8063  1 .1685720E+07   6000094E-02  .1153E+03 -.8145E+02   .9999289  .0097298  .0068990
T 8064  1 .1681427E+07   6000012E-02  .2176E+02  .8317E+01   .9998420  .0116336 -.0134425
T 8065  1 .1673154E+07   6000008E-02 -.6645E+03 -.3984E+03   .9999209 -.0122211 -.0029645
T 8066  1 .1704286E+07   6000075E-02  .7104E+02  .1312E+04   .9993342  .0219432  .0291482
T 8067  1 .1682175E+07   6000111E-02  .1881E+03 -.3879E+03   .9998982 -.0006593 -.0142524
T 8068  1 .1672747E+07   6000115E-02 -.6102E+02 -.5256E+03   .9996296  .0013872 -.0271780
T 8069  1 .1690865E+07   6000031E-02 -.3476E+03 -.2535E+03   .9999878 -.0041238 -.0027080
T 8070  1 .1686662E+07   6000146E-02 -.9361E+02  .2334E+03   .9999922 -.0029484  .0026406
T 8071  1 .1680584E+07   6000168E-02 -.1013E+03  .6357E+03   .9998174  .0024262  .0189531
T 8072  1 .1699695E+07   6000083E-02  .1132E+03 -.6344E+02   .9999450  .0012661 -.0104119
T 8073  1 .1681595E+07   6000092E-02 -.1107E+03  .1200E+03   .9999998  .0004910  .0004351
T 8074  1 .1672701E+07   6000139E-02 -.1536E+03 -.2048E+03   .9999788 -.0059418 -.0026506
T 8075  1 .1685328E+07   6000128E-02  .3323E+03  .4825E+03   .9998343  .0142869  .0112784
T 8076  1 .1680121E+07   6000074E-02 -.1044E+03 -.8991E+02   .9999399 -.0101298  .0041978
T 8077  1 .1705840E+07   6000103E-02 -.1943E+03  .5030E+03   .9999947  .0000508  .0032688
T 8078  1 .1696133E+07   6000169E-02  .7312E+02  .2104E+02   .9999461  .0075704 -.0071063
T 8079  1 .1702646E+07   6000031E-02  .1488E+03 -.1996E+03   .9999931  .0036859  .0004340
T 8080  1 .1690485E+07   6000074E-02  .3195E+03 -.3052E+03   .9999141  .0101343 -.0083098
T 8081  1 .1684756E+07   6000040E-02  .3169E+03 -.1352E+03   .9998481  .0145131  .0096470
T 8082  1 .1705392E+07   6000029E-02  .2370E+03  .4979E+02   .9999822  .0053353 -.0026817
T 8083  1 .1688184E+07   6000174E-02  .6444E+02 -.1420E+03   .9999946  .0008748 -.0031674
T 8084  1 .1677437E+07   6000146E-02  .5089E+02 -.2278E+01   .9998980  .0130145  .0058887
T 8085  1 .1690578E+07   6000076E-02  .6265E+03  .8407E+02   .9998576  .0160370  .0052488
T 8086  1 .1697995E+07   6000034E-02  .2477E+03 -.3848E+03   .9999614  .0087318 -.0009351
T 8087  1 .1695039E+07   6000035E-02 -.1786E+03 -.5712E+03   .9997183 -.0090590 -.0219380
T 8088  1 .1689188E+07   6000143E-02 -.1563E+03 -.2320E+03   .9999463 -.0041811 -.0094798
T 8089  1 .1695306E+07   6000048E-02  .1530E+03  .7249E+02   .9999054 -.0019588  .0136135
T 8090  1 .1698142E+07   6000009E-02  .7210E+03  .3842E+03   .9965639  .0822720  .0095782
T 8091  1 .1686380E+07   6000176E-02  .5941E+03  .1131E+03   .9994773  .0310231  .0090915
T 8092  1 .1682161E+07   6000121E-02  .3058E+03 -.9623E+02   .9999646  .0077155 -.0033530
T 8093  1 .1692110E+07   6000082E-02  .1481E+03  .5340E+03   .9997513  .0082804  .0207073
T 8094  1 .1705077E+07   6000141E-02  .2782E+03  .2672E+03   .9998799  .0082173  .0131401
T 8095  1 .1681419E+07   6000133E-02  .9212E+02 -.1504E+03   .9999217 -.0124571 -.0011923
T 8096  1 .1675969E+07   6000083E-02  .2020E+03 -.7384E+02   .9999974  .0017267 -.0015223
T 8097  1 .1672598E+07   6000013E-02 -.5264E+03  .3211E+03   .9996975 -.0236860  .0066181
T 8098  1 .1683180E+07   6000039E-02  .2037E+03 -.3669E+02   .9999910 -.0042215 -.0004149
T 8099  1 .1688082E+07   6000038E-02 -.1336E+04  .4419E+04   .9954307 -.0108893  .0948637
T 8100  1 .1702373E+07   6000112E-02 -.3213E+03  .4419E+03   .9998591 -.0123446  .0113722
T 8101  1 .1699464E+07   6000146E-02  .4257E+03  .2712E+03   .9998703  .0151185 -.0055512
T 8102  1 .1685006E+07   6000023E-02 -.3470E+02  .1885E+03   .9998786  .0155811 -.0003389
T 8103  1 .1684552E+07   6000081E-02  .6546E+02 -.2219E+03   .9999358  .0113166 -.0006096
T 8104  1 .1679548E+07   6000005E-02 -.3024E+03 -.5901E+02   .9998722  .0106306 -.0119403
T 8105  1 .1686751E+07   6000099E-02  .5677E+01  .2352E+03   .9999683  .0006796  .0079389
T 8106  1 .1683320E+07   6000120E-02 -.2706E+02 -.3000E+03   .9999982  .0017109 -.0007735
T 8107  1 .1670882E+07   6000141E-02  .5301E+03  .8104E+02   .9999904  .0042529  .0010951
T 8108  1 .1668616E+07   6000170E-02 -.1009E+04 -.4718E+03   .9996497 -.0214120 -.0155593
T 8109  1 .1679080E+07   6000026E-02  .7491E+02  .1466E+02   .9999219  .0070604 -.0103166
T 8110  1 .1689990E+07   6000040E-02  .4241E+03  .5741E+03   .9997018  .0140174  .0199977
T 8111  1 .1685576E+07   6000157E-02  .1027E+03 -.5136E+03   .9998956  .0054079 -.0134021
T 8112  1 .1687776E+07   6000016E-02  .1681E+03 -.2070E+03   .9999734  .0058832 -.0043141
T 8113  1 .1692453E+07   6000073E-02 -.2881E+03  .3906E+03   .9999848 -.0012353  .0053661
T 8114  1 .1696922E+07   6000158E-02 -.2324E+03 -.6729E+02   .9999855 -.0051566 -.0015367
T 8115  1 .1674626E+07   6000066E-02 -.2060E+03 -.1639E+03   .9999746 -.0069981  .0013485
T 8116  1 .1674077E+07   6000032E-02 -.3906E+03  .5649E+02   .9995647 -.0281592 -.0088055
T 8117  1 .1663085E+07   6000171E-02  .1641E+03 -.4329E+02   .9999089  .0015331 -.0134128
T 8118  1 .1664443E+07   6000113E-02  .3289E+03 -.7152E+02   .9998409  .0176363  .0026839
T 8119  1 .1693981E+07   6000095E-02 -.1033E+04 -.4762E+03   .9994847 -.0307937 -.0090553
T 8120  1 .1695657E+07   6000116E-02  .1511E+04  .1670E+04   .9975561  .0486312  .0501675
T 8121  1 .1674270E+07   6000124E-02  .8428E+01 -.1819E+03   .9998157  .0156543  .0111160
T 8122  1 .1684359E+07   6000167E-02 -.3649E+03 -.5521E+02   .9999483 -.0088553  .0049968
T 8123  1 .1690972E+07   6000165E-02  .4628E+03  .1128E+03   .9998693  .0160986 -.0014915
T 8124  1 .1685808E+07   6000119E-02  .6388E+03 -.6546E+03   .9997881  .0175939 -.0106863
T 8125  1 .1663463E+07   6000039E-02 -.2373E+03  .5671E+03   .9999503 -.0065525  .0075099
T 8126  1 .1696427E+07   6000071E-02 -.1275E+03  .1220E+02   .9999918 -.0012563  .0038417
T 8127  1 .1669067E+07   6000033E-02  .9937E+03 -.7616E+03   .9989377  .0341139 -.0309805
T 8128  1 .1680492E+07   6000141E-02  .9810E+02  .3024E+04   .9986608  .0123793  .0502339
T 8129  1 .1677807E+07   6000159E-02  .3643E+03 -.7845E+03   .9995901  .0233571 -.0165567
T 8130  1 .1679909E+07   6000016E-02 -.3385E+03  .1599E+02   .9999925  .0037878  .0008662
T 8131  1 .1696335E+07   6000174E-02 -.8133E+02 -.6236E+03   .9996352  .0107011 -.0247974
T 8132  1 .1692094E+07   6000093E-02  .6080E+02  .8350E+03   .9994375 -.0064113  .0329168
T 8133  1 .1674747E+07   6000096E-02 -.1411E+03  .1143E+03   .9999603 -.0048815  .0074486
T 8134  1 .1688512E+07   6000156E-02  .3108E+03  .1714E+03   .9999615 -.0041206  .0077458
T 8135  1 .1693490E+07   6000013E-02 -.5956E+01 -.5915E+03   .9996790 -.0146532 -.0206687
T 8136  1 .1690829E+07   6000148E-02  .5600E+03  .6296E+03   .9997158  .0189010  .0145288
T 8137  1 .1703132E+07   6000066E-02  .8842E+02 -.5344E+02   .9999956  .0028938  .0006032
T 8138  1 .1682470E+07   6000006E-02 -.1420E+03 -.5091E+03   .9999850  .0027522 -.0047258
T 8139  1 .1674224E+07   6000131E-02  .1567E+03  .2294E+03   .9999736  .0070021  .0019314
T 8140  1 .1701873E+07   6000090E-02 -.6927E+03 -.3419E+03   .9991768 -.0331970 -.0233155
T 8141  1 .1688102E+07   6000001E-02  .2758E+03 -.1818E+03   .9999272  .0120518 -.0005312
T 8142  1 .1675040E+07   6000013E-02  .1314E+04  .8089E+01   .9989654  .0434091  .0135598
T 8143  1 .1673646E+07   6000171E-02  .5148E+03  .3911E+02   .9999843  .0030777 -.0046811
T 8144  1 .1672653E+07   6000169E-02 -.1105E+02 -.5184E+03   .9997534  .0007569 -.0221938
T 8145  1 .1687468E+07   6000015E-02 -.3905E+03 -.3761E+03   .9998661 -.0025334 -.0161657
T 8146  1 .1684298E+07   6000116E-02 -.6158E+03 -.1313E+03   .9998700 -.0159825 -.0021435
T 8147  1 .1658182E+07   6000134E-02  .3529E+02  .5473E+03   .9990130 -.0027263  .0443358
T 8148  1 .1686995E+07   6000073E-02 -.1222E+04 -.1409E+04   .9987721 -.0406001 -.0283889
T 8149  1 .1685674E+07   6000144E-02 -.7902E+03 -.3862E+03   .9989336 -.0368639 -.0277962
T 8150  1 .1706654E+07   6000136E-02 -.1835E+03 -.4361E+03   .9999125 -.0037523 -.0126814
T 8151  1 .1659241E+07   6000062E-02  .2439E+03 -.9529E+02   .9999851  .0027769 -.0046960
T 8152  1 .1686641E+07   6000061E-02  .2994E+03 -.7156E+03   .9999869  .0049636 -.0012724
T 8153  1 .1682521E+07   6000010E-02 -.1980E+03 -.2581E+03   .9999069  .0096948 -.0095988
T 8154  1 .1706062E+07   6000034E-02  .8379E+02 -.4174E+03   .9999170  .0033777 -.0124305
T 8155  1 .1707691E+07   6000176E-02 -.2439E+01  .3716E+03   .9999123  .0052600  .0121516
T 8156  1 .1684035E+07   6000175E-02  .6982E+03 -.6229E+03   .9998752  .0098626 -.0123448
T 8157  1 .1686971E+07   6000088E-02  .1966E+03  .1190E+02   .9999560  .0075012 -.0056293
T 8158  1 .1690872E+07   6000094E-02 -.8668E+02  .9000E+03   .9990715  .0056861  .0427062
T 8159  1 .1674247E+07   6000155E-02 -.3969E+03 -.5602E+03   .9997210 -.0153595 -.0179426
T 8160  1 .1715065E+07   6000164E-02 -.2154E+03 -.2132E+03   .9999076 -.0125272 -.0052864
T 8161  1 .1694294E+07   6000175E-02 -.1558E+02  .2625E+03   .9999163  .0060683  .0114295
T 8162  1 .1685260E+07   6000037E-02 -.2013E+03 -.2713E+03   .9999721 -.0063263 -.0039660
T 8163  1 .1687405E+07   6000159E-02 -.3107E+03 -.2705E+03   .9997762  .0050482 -.0205454
T 8164  1 .1679214E+07   6000160E-02  .1214E+03  .8123E+02   .9999332 -.0011355  .0115038
T 8165  1 .1684357E+07   6000069E-02  .1308E+03  .3897E+03   .9999791 -.0001422  .0064578
T 8166  1 .1671800E+07   6000113E-02 -.4289E+03 -.1772E+02   .9998420 -.0109300 -.0140163
T 8167  1 .1684307E+07   6000095E-02 -.2491E+03  .5401E+03   .9998551 -.0025436  .0168333
T 8168  1 .1683762E+07   6000013E-02  .6849E+03 -.4066E+02   .9999562  .0065153  .0067240
T 8169  1 .1695053E+07   6000100E-02  .1578E+03 -.8092E+02   .9999300  .0076769 -.0090076
T 8170  1 .1695332E+07   6000042E-02  .9627E+03  .3176E+03   .9996243  .0236061  .0139262
T 8171  1 .1711777E+07   6000166E-02 -.5250E+02  .1754E+02   .9999650  .0058382 -.0059848
T 8172  1 .1679766E+07   6000155E-02  .6898E+03 -.6872E+02   .9998487  .0146377 -.0093948
T 8173  1 .1673147E+07   6000015E-02 -.9234E+03  .2173E+03   .9997296 -.0211728  .0096162
T 8174  1 .1676535E+07   6000019E-02 -.2688E+03  .1045E+03   .9999314  .0018149  .0115743
T 8175  1 .1686737E+07   6000050E-02  .4672E+02 -.1743E+02   .9999908 -.0042648 -.0004328
T 8176  1 .1685883E+07   6000161E-02  .9484E+02 -.2156E+03   .9999852 -.0053752  .0008926
T 8177  1 .1687800E+07   6000005E-02  .9654E+02  .4876E+03   .9997508  .0064982  .0213573
T 8178  1 .1687476E+07   6000016E-02  .5747E+03 -.7580E+03   .9988796  .0229164 -.0414043
T 8179  1 .1697635E+07   6000164E-02 -.7799E+02 -.7497E+02   .9999698 -.0023424 -.0074046
T 8180  1 .1679577E+07   6000173E-02 -.6940E+03 -.3527E+03   .9995113 -.0292227 -.0111006
T 8181  1 .1687220E+07   6000104E-02 -.4318E+03  .5177E+03   .9998843 -.0133556  .0072747
T 8182  1 .1691406E+07   6000093E-02 -.5627E+02 -.1214E+03   .9999948 -.0020747  .0024803
T 8183  1 .1673265E+07   6000037E-02 -.3286E+03  .9676E+02   .9999769 -.0031383  .0060260
T 8184  1 .1680979E+07   6000085E-02  .6346E+02  .5763E+03   .9996667  .0037102  .0255473
T 8185  1 .1684143E+07   6000158E-02 -.2126E+03  .2047E+03   .9999942 -.0025492  .0022748
T 8186  1 .1693717E+07   6000011E-02  .4581E+03 -.6594E+03   .9988722  .0012985 -.0474614
T 8187  1 .1666492E+07   6000167E-02  .2773E+03  .1269E+04   .9997040  .0106394  .0218776
T 8188  1 .1681347E+07   6000168E-02  .8523E+02  .9566E+02   .9999062  .0131123 -.0039483
T 8189  1 .1689059E+07   6000020E-02  .1346E+03 -.1730E+03   .9999616  .0087068 -.0010212
T 8190  1 .1683840E+07   6000151E-02  .5188E+03  .2784E+03   .9993824  .0301063  .0181232
T 8191  1 .1682417E+07   6000005E-02 -.1270E+03  .6286E+03   .9999373  .0007434  .0111693
T 8192  1 .1689367E+07   6000084E-02  .1039E+03  .5668E+03   .9999416 -.0040768  .0100121
T 8193  1 .1688324E+07   6000120E-02  .6574E+03  .2694E+03   .9999503 -.0018279  .0098025
T 8194  1 .1678585E+07   6000026E-02  .1827E+03  .3528E+03   .9999740 -.0007598  .0071775
T 8195  1 .1670044E+07   6000169E-02 -.2846E+03 -.2407E+03   .9999155 -.0116464 -.0057740
T 8196  1 .1687594E+07   6000154E-02 -.4607E+02  .2787E+03   .9986812 -.0080126  .0507108
T 8197  1 .1674035E+07   6000002E-02  .3889E+03  .3931E+03   .9998376  .0140923  .0112290
T 8198  1 .1691973E+07   6000023E-02  .3847E+03 -.1034E+04   .9995996  .0067336 -.0274844
T 8199  1 .1689214E+07   6000145E-02 -.4582E+03 -.1695E+04   .9964001 -.0185364 -.0827243
T 8200  1 .1698071E+07   6000157E-02 -.3047E+03  .2768E+03   .9999249 -.0109123  .0055784
T 8201  1 .1702824E+07   6000166E-02 -.7132E+02  .2688E+03   .9999116 -.0103927 -.0082975
T 8202  1 .1681030E+07   6000149E-02 -.2508E+03 -.3458E+03   .9998652 -.0088956 -.0138032
T 8203  1 .1686185E+07   6000121E-02  .9304E+01 -.4158E+03   .9999430  .0018680 -.0105143
T 8204  1 .1682222E+07   6000135E-02  .2129E+03  .4361E+02   .9999344  .0085169  .0076556
T 8205  1 .1690953E+07   6000072E-02 -.5448E+02 -.9654E+02   .9999533 -.0054709 -.0079654
T 8206  1 .1684070E+07   6000093E-02 -.5112E+02 -.2338E+02   .9999869  .0011774 -.0049838
T 8207  1 .1698094E+07   6000142E-02  .2976E+03  .2261E+03   .9999002  .0077839  .0117912
T 8208  1 .1693881E+07   6000087E-02 -.2485E+03  .1296E+03   .9998584 -.0071544  .0152346
T 8209  1 .1687017E+07   6000038E-02 -.1205E+03 -.4132E+03   .9998758 -.0077103 -.0137454
T 8210  1 .1680400E+07   6000171E-02 -.9178E+02  .1668E+03   .9999426 -.0089951  .0058240
T 8211  1 .1694822E+07   6000137E-02 -.1076E+03  .1684E+04   .9990963 -.0069471  .0419314
T 8212  1 .1700612E+07   6000001E-02 -.5033E+03 -.1009E+03   .9999145 -.0105849 -.0076735
T 8213  1 .1703228E+07   6000097E-02  .2120E+03  .4896E+03   .9998697  .0002966  .0161393
T 8214  1 .1690101E+07   6000154E-02  .1011E+04  .1815E+03   .9998663  .0162354 -.0019441
T 8215  1 .1662134E+07   6000001E-02  .2571E+03  .2220E+03   .9999980 -.0019965 -.0001286
T 8216  1 .1671782E+07   6000089E-02  .1365E+03 -.5484E+03   .9998767  .0067021 -.0142006
T 8217  1 .1701031E+07   6000001E-02  .3590E+03  .3407E+03   .9998230  .0053348  .0180431
T 8218  1 .1672943E+07   6000013E-02  .1378E+04 -.7667E+03   .9993531  .0321174 -.0161817
T 8219  1 .1695760E+07   6000119E-02 -.9686E+02 -.5330E+03   .9999133  .0034403 -.0127085
T 8220  1 .1684478E+07   6000106E-02 -.6864E+03 -.3396E+03   .9996153 -.0236777 -.0144456
T 8221  1 .1677945E+07   6000146E-02  .2224E+03  .4435E+03   .9997867  .0196319 -.0064099
T 8222  1 .1674834E+07   6000157E-02  .5984E+03 -.1855E+03   .9996025  .0275539  .0059698
T 8223  1 .1683253E+07   6000177E-02 -.8012E+03  .3676E+03   .9992245 -.0355761  .0168755
T 8224  1 .1689150E+07   6000015E-02 -.1917E+03  .1878E+03   .9999924 -.0001322  .0038864
T 8225  1 .1678026E+07   6000084E-02  .5025E+03 -.1588E+02   .9998744  .0071070 -.0141646
T 8226  1 .1680554E+07   6000115E-02 -.4058E+03  .6123E+03   .9988146 -.0359232  .0328482
T 8227  1 .1683022E+07   6000176E-02 -.9401E+03  .4659E+03   .9986002 -.0487996  .0204021
T 8228  1 .1693381E+07   6000139E-02  .4852E+02 -.3973E+03   .9998412  .0102139 -.0146010
T 8229  1 .1676616E+07   6000054E-02  .1578E+03 -.2601E+03   .9999519  .0094373  .0026640
T 8230  1 .1699199E+07   6000058E-02  .1063E+03  .1864E+03   .9999225 -.0016308 -.0123390
T 8231  1 .1699635E+07   6000080E-02  .4372E+02 -.2805E+03   .9999231  .0074281 -.0099260
T 8232  1 .1673920E+07   6000113E-02 -.3160E+03  .1033E+04   .9990039 -.0064184  .0441587
T 8233  1 .1666501E+07   6000035E-02 -.6102E+02  .7580E+03   .9998734 -.0156289  .0029999
T 8234  1 .1694387E+07   6000121E-02  .7723E+03 -.8687E+03   .9998503  .0116152 -.0128229
T 8235  1 .1648280E+07   6000171E-02  .1486E+04 -.4742E+03   .9991215  .0409046 -.0091166
T 8236  1 .1675775E+07   6000016E-02 -.6027E+02 -.2006E+01   .9998779 -.0130985 -.0085210
T 8237  1 .1693548E+07   6000076E-02 -.2884E+03  .3486E+03   .9999410 -.0105221  .0026934
T 8238  1 .1687730E+07   6000157E-02 -.2117E+01  .3171E+03   .9997685 -.0213493 -.0026774
T 8239  1 .1704911E+07   6000015E-02 -.2740E+03 -.4239E+03   .9998178 -.0140551 -.0129170
T 8240  1 .1670796E+07   6000002E-02 -.4096E+03  .5540E+02   .9995309 -.0287545 -.0105409
T 8241  1 .1693074E+07   6000011E-02  .3770E+03  .2101E+03   .9999713  .0065062  .0038790
T 8242  1 .1692424E+07   6000010E-02  .1287E+03 -.4642E+03   .9998683  .0063217 -.0149451
T 8243  1 .1702105E+07   6000156E-02  .2679E+03 -.1620E+03   .9999600  .0024953 -.0085943
T 8244  1 .1694004E+07   6000137E-02 -.5746E+03  .1231E+03   .9996679 -.0227728  .0120601
T 8245  1 .1701545E+07   6000127E-02  .4731E+03 -.4245E+03   .9998492  .0106964 -.0136844
