============================== SRIM-2008.04 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(2 MeV) ==> Carbon(  6 um) ==============================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 3069  1 .1684683E+07   6000070E-02 -.2460E+03  .1794E+03   .9999291 -.0097476  .0068359
T 3070  1 .1696272E+07   6000013E-02 -.5340E+02 -.3284E+02   .9999674 -.0008073  .0080347
T 3071  1 .1705518E+07   6000028E-02  .6244E+03  .2860E+03   .9999706  .0033339 -.0069115
T 3072  1 .1683972E+07   6000011E-02  .6345E+02  .2184E+03   .9998892 -.0033075  .0145152
T 3073  1 .1710465E+07   6000155E-02  .4558E+03  .2108E+03   .9999666  .0061717  .0053525
T 3074  1 .1698858E+07   6000128E-02 -.7041E+03 -.5502E+02   .9999445 -.0104781 -.0010661
T 3075  1 .1682728E+07   6000048E-02  .1860E+03 -.5165E+02   .9999058  .0014795 -.0136457
T 3076  1 .1679551E+07   6000080E-02  .1005E+03 -.5048E+03   .9998970  .0064933 -.0127958
T 3077  1 .1678972E+07   6000059E-02  .8333E+03  .1818E+03   .9995434  .0295826  .0061514
T 3078  1 .1700156E+07   6000158E-02 -.3760E+03  .6578E+03   .9998240 -.0126029  .0138939
T 3079  1 .1670009E+07   6000048E-02 -.1078E+03  .1335E+03   .9996798 -.0252402  .0017987
T 3080  1 .1705872E+07   6000134E-02 -.3778E+03  .3048E+03   .9999274 -.0120248 -.0007257
T 3081  1 .1687083E+07   6000032E-02  .3912E+03  .1526E+03   .9996849  .0203804  .0146557
T 3082  1 .1675665E+07   6000005E-02  .1040E+04 -.1720E+03   .9995315  .0306054 -.0000008
T 3083  1 .1689216E+07   6000104E-02  .1341E+03 -.1572E+03   .9997747  .0128892 -.0168659
T 3084  1 .1683877E+07   6000135E-02 -.7405E+03  .2622E+03   .9992003 -.0302914  .0260991
T 3085  1 .1692918E+07   6000048E-02  .2521E+03 -.1127E+02   .9999943 -.0026857 -.0020280
T 3086  1 .1685395E+07   6000091E-02  .1621E+03  .4466E+03   .9993536  .0261092  .0247109
T 3087  1 .1676943E+07   6000094E-02  .5281E+03  .4247E+03   .9991256  .0117855  .0401147
T 3088  1 .1670705E+07   6000005E-02  .2620E+03  .2865E+02   .9999953  .0019961  .0023064
T 3089  1 .1658925E+07   6000015E-02  .2465E+04 -.5203E+02   .9984076  .0556897  .0089907
T 3090  1 .1693494E+07   6000054E-02 -.8286E+02  .1083E+02   .9999666 -.0076551 -.0028651
T 3091  1 .1689882E+07   6000000E-02  .2479E+03 -.1967E+03   .9999783  .0049671 -.0043306
T 3092  1 .1711508E+07   6000092E-02  .4888E+03  .2527E+03   .9997920  .0183383  .0089301
T 3093  1 .1685829E+07   6000074E-02  .4297E+03  .3325E+03   .9998102  .0179054  .0076813
T 3094  1 .1685844E+07   6000143E-02 -.1428E+03  .1498E+03   .9999238 -.0121630  .0021212
T 3095  1 .1665072E+07   6000134E-02  .3675E+03 -.1869E+03   .9998641  .0161694  .0032014
T 3096  1 .1651919E+07   6000004E-02 -.3757E+03  .2220E+02   .9999741  .0060825 -.0038511
T 3097  1 .1689643E+07   6000110E-02 -.5088E+03  .1907E+03   .9998301 -.0183974  .0011526
T 3098  1 .1671040E+07   6000120E-02 -.3228E+03 -.2272E+03   .9987888 -.0351533 -.0344276
T 3099  1 .1663321E+07   6000175E-02  .2224E+03  .2214E+03   .9997740  .0090713  .0192274
T 3100  1 .1673849E+07   6000157E-02 -.8430E+03 -.3524E+03   .9997060 -.0232141 -.0070020
T 3101  1 .1717233E+07   6000178E-02 -.1540E+03 -.3941E+03   .9999115 -.0065563 -.0115758
T 3102  1 .1709582E+07   6000119E-02  .2058E+03  .5364E+03   .9998530  .0069873  .0156556
T 3103  1 .1682542E+07   6000008E-02 -.1373E+03  .6800E+02   .9998534  .0038512 -.0166865
T 3104  1 .1715287E+07   6000112E-02  .4678E+03  .3351E+02   .9996034  .0277078 -.0050409
T 3105  1 .1697830E+07   6000071E-02  .4239E+03  .2587E+03   .9999496  .0094925 -.0032780
T 3106  1 .1653930E+07   6000008E-02  .7939E+02  .3157E+03   .9999087 -.0038499  .0129557
T 3107  1 .1690583E+07   6000167E-02 -.9954E+03  .4231E+03   .9990815 -.0355158  .0239731
T 3108  1 .1698410E+07   6000074E-02  .4617E+03  .1743E+03   .9997267  .0107708 -.0207469
T 3109  1 .1704518E+07   6000088E-02 -.2069E+03 -.3970E+03   .9998519 -.0161420  .0059629
T 3110  1 .1678475E+07   6000106E-02  .3425E+03 -.2089E+03   .9999447  .0102929 -.0021516
T 3111  1 .1687743E+07   6000015E-02  .6356E+03  .8238E+02   .9998146  .0190745  .0026495
T 3112  1 .1695212E+07   6000165E-02 -.6086E+03  .1008E+03   .9995047 -.0293026  .0114760
T 3113  1 .1698981E+07   6000017E-02  .2220E+03 -.2003E+02   .9999011  .0136409 -.0034202
T 3114  1 .1698112E+07   6000086E-02  .2161E+03  .1899E+02   .9999955 -.0030105  .0000865
T 3115  1 .1674152E+07   6000122E-02 -.1351E+03 -.6420E+02   .9999768 -.0032453 -.0059968
T 3116  1 .1684702E+07   6000008E-02  .2888E+03  .4751E+03   .9999969  .0019222 -.0015970
T 3117  1 .1694212E+07   6000086E-02  .1940E+03  .6448E+00   .9999877 -.0006180  .0049137
T 3118  1 .1663997E+07   6000087E-02  .6012E+02  .8117E+02   .9999779  .0063091  .0020990
T 3119  1 .1677415E+07   6000148E-02 -.5868E+03  .2710E+02   .9997462 -.0219577  .0050356
T 3120  1 .1687198E+07   6000150E-02 -.1465E+03 -.6734E+02   .9999209 -.0083693 -.0093889
T 3121  1 .1709230E+07   6000032E-02 -.7576E+02 -.3570E+03   .9999985 -.0004134 -.0016840
T 3122  1 .1707543E+07   6000125E-02 -.1290E+04 -.1014E+03   .9991457 -.0402260 -.0094676
T 3123  1 .1709905E+07   6000153E-02 -.2932E+02 -.4250E+03   .9999959  .0028633  .0002866
T 3124  1 .1681114E+07   6000001E-02  .4376E+03 -.2425E+03   .9998379  .0178307 -.0024914
T 3125  1 .1687113E+07   6000044E-02  .1901E+04  .6532E+02   .9994318  .0291492 -.0169245
T 3126  1 .1675417E+07   6000169E-02  .4184E+03  .9622E+01   .9997023  .0239929 -.0044358
T 3127  1 .1711313E+07   6000026E-02  .1316E+03 -.1549E+03   .9999274  .0076125 -.0093372
T 3128  1 .1693962E+07   6000004E-02  .2472E+03  .2698E+03   .9999513  .0033897  .0092650
T 3129  1 .1721309E+07   6000172E-02 -.3892E+03  .6362E+02   .9999805 -.0027621  .0055961
T 3130  1 .1673038E+07   6000115E-02  .1584E+02 -.2932E+03   .9998324  .0011766 -.0182711
T 3131  1 .1702007E+07   6000118E-02  .2889E+03  .6478E+02   .9999790  .0064067  .0010259
T 3132  1 .1664021E+07   6000143E-02 -.1219E+03  .9013E+03   .9998427 -.0051231  .0169822
T 3133  1 .1686885E+07   6000115E-02  .1383E+03 -.3344E+02   .9997644  .0140540 -.0165444
T 3134  1 .1664642E+07   6000159E-02  .1399E+03 -.4678E+02   .9999964  .0014774  .0022586
T 3135  1 .1675460E+07   6000025E-02 -.4323E+03 -.1237E+02   .9999316 -.0116916 -.0003414
T 3136  1 .1680774E+07   6000173E-02  .2815E+03 -.5567E+03   .9999193  .0024483 -.0124668
T 3137  1 .1675275E+07   6000151E-02  .1043E+03  .8661E+03   .9996702 -.0019418  .0256077
T 3138  1 .1671258E+07   6000165E-02  .3390E+03  .2731E+03   .9999709  .0042835  .0063140
T 3139  1 .1695263E+07   6000022E-02  .2644E+03  .3713E+02   .9999187  .0100989 -.0077807
T 3140  1 .1678695E+07   6000093E-02  .4275E+03 -.1769E+04   .9993303  .0083681 -.0356231
T 3141  1 .1708278E+07   6000119E-02 -.1095E+03 -.3714E+02   .9999418 -.0017972  .0106415
T 3142  1 .1682010E+07   6000177E-02  .4068E+03  .4036E+03   .9997405  .0159697  .0162430
T 3143  1 .1687950E+07   6000129E-02 -.3352E+03  .1784E+03   .9999198 -.0126685 -.0000190
T 3144  1 .1689405E+07   6000110E-02 -.6800E+03  .9560E+02   .9993660 -.0345029 -.0087846
T 3145  1 .1674180E+07   6000169E-02 -.1746E+03  .9135E+02   .9999539 -.0095998  .0002108
T 3146  1 .1696350E+07   6000032E-02 -.1116E+03 -.2512E+02   .9999747  .0011570  .0070154
T 3147  1 .1674718E+07   6000103E-02 -.1382E+03  .8699E+03   .9997005  .0147091  .0195601
T 3148  1 .1679722E+07   6000046E-02  .8533E+02 -.1498E+03   .9999317 -.0063103 -.0098407
T 3149  1 .1685105E+07   6000101E-02  .4420E+03  .1534E+03   .9999068  .0095670  .0097367
T 3150  1 .1682285E+07   6000112E-02 -.4025E+02 -.1009E+03   .9998918  .0123283  .0080223
T 3151  1 .1675377E+07   6000140E-02  .2347E+04 -.3441E+03   .9983705  .0548271 -.0158219
T 3152  1 .1682592E+07   6000159E-02  .2093E+03  .2480E+02   .9996881  .0246336  .0041110
T 3153  1 .1691243E+07   6000098E-02 -.2165E+03  .7388E+03   .9995228 -.0040234  .0306253
T 3154  1 .1666906E+07   6000146E-02  .7726E+03 -.8691E+02   .9992751  .0373214 -.0075109
T 3155  1 .1678526E+07   6000159E-02 -.5192E+02  .1248E+03   .9999666  .0053030 -.0062241
T 3156  1 .1681860E+07   6000005E-02 -.1157E+03 -.9677E+02   .9999903  .0027953  .0034079
T 3157  1 .1681436E+07   6000178E-02 -.4001E+03  .1560E+03   .9998783 -.0103799  .0116425
T 3158  1 .1681275E+07   6000141E-02 -.3326E+03 -.2225E+03   .9999965 -.0021912  .0014754
T 3159  1 .1670802E+07   6000095E-02 -.2370E+03 -.1203E+03   .9999162 -.0114628 -.0060162
T 3160  1 .1678837E+07   6000163E-02  .7001E+02 -.3059E+02   .9999843 -.0020936 -.0052007
T 3161  1 .1699178E+07   6000004E-02  .3876E+02 -.5902E+03   .9996523  .0130821 -.0228956
T 3162  1 .1700706E+07   6000172E-02  .3679E+03  .4484E+03   .9998703 -.0129936  .0095207
T 3163  1 .1682291E+07   6000054E-02 -.3645E+03 -.3106E+03   .9997570 -.0149465 -.0162051
T 3164  1 .1677325E+07   6000075E-02  .4264E+03  .5295E+01   .9999668  .0079887 -.0016286
T 3165  1 .1670670E+07   6000162E-02 -.4532E+02 -.5147E+03   .9998223 -.0006131 -.0188388
T 3166  1 .1688893E+07   6000046E-02  .8611E+02 -.7518E+03   .9998054  .0042624 -.0192633
T 3167  1 .1698496E+07   6000014E-02 -.6406E+03  .1593E+03   .9997722 -.0152008  .0149801
T 3168  1 .1670451E+07   6000157E-02  .1009E+03 -.5862E+02   .9999911  .0040882  .0010833
T 3169  1 .1673620E+07   6000140E-02  .9739E+03  .1086E+03   .9997581  .0219154 -.0018567
T 3170  1 .1680152E+07   6000124E-02  .1151E+03  .2584E+03   .9998764  .0091151  .0128075
T 3171  1 .1693183E+07   6000151E-02 -.3031E+03  .3511E+02   .9999902 -.0033183  .0029454
T 3172  1 .1687614E+07   6000076E-02 -.6266E+03  .2511E+03   .9997058 -.0183508  .0158627
T 3173  1 .1678913E+07   6000175E-02 -.5555E+02 -.3824E+03   .9996968 -.0200200 -.0143368
T 3174  1 .1672619E+07   6000002E-02  .1985E+03  .1855E+02   .9998998 -.0021049  .0139953
T 3175  1 .1665103E+07   6000017E-02 -.3212E+03 -.4335E+03   .9998393 -.0099174 -.0149364
T 3176  1 .1713549E+07   6000110E-02  .8755E+03  .5789E+03   .9996829  .0234676  .0091359
T 3177  1 .1671356E+07   6000157E-02 -.9508E+03  .5879E+03   .9998345 -.0169842  .0065271
T 3178  1 .1673898E+07   6000100E-02  .8210E+02  .2857E+02   .9999549  .0082101 -.0047638
T 3179  1 .1686805E+07   6000117E-02 -.4529E+03 -.3286E+03   .9998611 -.0141195 -.0088596
T 3180  1 .1659641E+07   6000152E-02  .2511E+03 -.1202E+03   .9997955  .0193727 -.0058046
T 3181  1 .1702736E+07   6000113E-02  .1738E+02  .3850E+02   .9999848  .0010852 -.0053987
T 3182  1 .1699051E+07   6000122E-02  .4620E+03 -.2427E+03   .9999166  .0111760  .0064799
T 3183  1 .1684453E+07   6000132E-02  .1197E+03  .9641E+03   .9995798 -.0028458  .0288449
T 3184  1 .1667453E+07   6000146E-02  .3012E+03  .1965E+03   .9999574  .0080671  .0044933
T 3185  1 .1695012E+07   6000147E-02  .1226E+04 -.5975E+02   .9995536  .0289598 -.0073404
T 3186  1 .1673877E+07   6000068E-02  .1023E+03 -.3078E+03   .9999012  .0068082 -.0122950
T 3187  1 .1690673E+07   6000103E-02 -.2347E+03  .5782E+03   .9990105 -.0159236  .0415267
T 3188  1 .1667439E+07   6000124E-02  .5601E+03  .7735E+02   .9998413  .0171900 -.0046802
T 3189  1 .1691124E+07   6000162E-02  .1599E+03 -.6004E+02   .9997111  .0180907 -.0158229
T 3190  1 .1684142E+07   6000103E-02  .5607E+02 -.4682E+03   .9998977 -.0017822 -.0141891
T 3191  1 .1698671E+07   6000050E-02  .1037E+04  .5668E+03   .9996234  .0250094  .0112997
T 3192  1 .1734195E+07   6000003E-02 -.7487E+02  .1714E+03   .9999097 -.0056800  .0121785
T 3193  1 .1671890E+07   6000178E-02  .4392E+01 -.4208E+03   .9999895  .0013035 -.0043914
T 3194  1 .1686242E+07   6000003E-02  .7566E+02 -.2473E+03   .9999957 -.0022521 -.0018759
T 3195  1 .1675516E+07   6000117E-02  .2365E+03  .2268E+03   .9995883  .0221219 -.0182698
T 3196  1 .1662728E+07   6000003E-02  .3653E+02  .3432E+03   .9992011 -.0327467  .0229093
T 3197  1 .1694136E+07   6000034E-02  .2125E+04 -.1204E+04   .9971414  .0676642 -.0336233
T 3198  1 .1680099E+07   6000170E-02  .2740E+03 -.3059E+02   .9999787  .0056807 -.0032188
T 3199  1 .1663541E+07   6000094E-02  .2015E+03 -.1013E+03   .9999804  .0062348  .0006359
T 3200  1 .1693068E+07   6000066E-02 -.4402E+03 -.7044E+02   .9999964  .0026796 -.0000227
T 3201  1 .1677301E+07   6000003E-02 -.8657E+03  .2033E+04   .9948643 -.0392311  .0933052
T 3202  1 .1705988E+07   6000093E-02 -.1666E+03  .3963E+03   .9998158 -.0088546  .0170279
T 3203  1 .1687301E+07   6000173E-02 -.2228E+04 -.6207E+03   .9985911 -.0516590 -.0121343
T 3204  1 .1713228E+07   6000069E-02 -.3303E+03  .3592E+03   .9999289 -.0118589  .0012374
T 3205  1 .1703561E+07   6000129E-02 -.7002E+03 -.1905E+03   .9993522 -.0338950 -.0120935
T 3206  1 .1685729E+07   6000174E-02 -.3265E+03 -.8429E+02   .9997996 -.0193938  .0049550
T 3207  1 .1699013E+07   6000014E-02  .9682E+03  .5374E+03   .9989712  .0356470  .0280315
T 3208  1 .1713070E+07   6000060E-02  .3151E+03 -.3708E+03   .9996103  .0266019 -.0084594
T 3209  1 .1705001E+07   6000117E-02 -.3672E+03 -.1546E+03   .9998532 -.0089018  .0146388
T 3210  1 .1663038E+07   6000143E-02 -.9285E+02 -.5253E+03   .9997290 -.0079151 -.0218932
T 3211  1 .1696783E+07   6000031E-02 -.2145E+03  .1275E+03   .9999627 -.0044729  .0073851
T 3212  1 .1696331E+07   6000100E-02 -.1023E+02  .2434E+03   .9998608 -.0147202  .0078500
T 3213  1 .1677459E+07   6000100E-02 -.1758E+03  .5749E+02   .9999867  .0032947 -.0039652
T 3214  1 .1672231E+07   6000083E-02  .1057E+04  .7164E+03   .9993861  .0265683  .0228377
T 3215  1 .1700209E+07   6000096E-02 -.2116E+03 -.1741E+03   .9999784 -.0052317 -.0039755
T 3216  1 .1677049E+07   6000142E-02 -.9165E+02 -.2577E+02   .9999418 -.0089242  .0060648
T 3217  1 .1685457E+07   6000061E-02  .3683E+03  .2188E+03   .9997672  .0206689  .0061973
T 3218  1 .1678760E+07   6000178E-02  .4968E+03  .1543E+02   .9998604  .0154773  .0063008
T 3219  1 .1674915E+07   6000088E-02  .1656E+03 -.7390E+03   .9997749  .0063508 -.0202432
T 3220  1 .1651999E+07   6000118E-02  .1407E+03 -.4381E+03   .9999593 -.0018173 -.0088337
T 3221  1 .1682644E+07   6000045E-02  .2569E+03  .1727E+03   .9999137 -.0014177  .0130594
T 3222  1 .1708161E+07   6000104E-02  .4857E+03 -.1278E+03   .9997577  .0212474  .0057586
T 3223  1 .1670607E+07   6000132E-02  .1997E+03  .6980E+03   .9996828  .0061699  .0244185
T 3224  1 .1695002E+07   6000008E-02  .7618E+03  .2516E+04   .9971229  .0222876  .0724514
T 3225  1 .1691458E+07   6000013E-02  .3814E+03  .8165E+03   .9994886  .0149910  .0282454
T 3226  1 .1685667E+07   6000126E-02 -.2903E+03 -.2703E+03   .9999019 -.0130046 -.0052061
T 3227  1 .1694597E+07   6000013E-02  .2334E+03  .2438E+03   .9998330  .0111436  .0144836
T 3228  1 .1700596E+07   6000085E-02 -.2080E+03 -.7284E+02   .9999937 -.0003347 -.0035367
T 3229  1 .1696391E+07   6000152E-02 -.1998E+03 -.5034E+03   .9998056 -.0019189 -.0196259
T 3230  1 .1678367E+07   6000178E-02  .3341E+02  .1534E+03   .9998708 -.0042213  .0155080
T 3231  1 .1701176E+07   6000097E-02  .4029E+03 -.5080E+03   .9999305  .0098850 -.0064199
T 3232  1 .1675459E+07   6000055E-02 -.1025E+03  .9746E+02   .9999907  .0020543  .0037982
T 3233  1 .1690593E+07   6000011E-02  .6298E+03 -.6636E+02   .9996460  .0265680 -.0014184
T 3234  1 .1682881E+07   6000091E-02  .1403E+03  .1538E+03   .9999572  .0053842 -.0075293
T 3235  1 .1693694E+07   6000103E-02  .4470E+03 -.1986E+03   .9996429  .0219146 -.0152910
T 3236  1 .1671710E+07   6000119E-02  .1782E+02 -.4817E+03   .9997994 -.0024920 -.0198716
T 3237  1 .1678897E+07   6000116E-02 -.1488E+03  .2003E+02   .9999552  .0001388  .0094606
T 3238  1 .1659396E+07   6000088E-02  .4545E+02 -.2387E+03   .9999037  .0127805 -.0054118
T 3239  1 .1693911E+07   6000159E-02  .1485E+03  .3412E+03   .9999227  .0053839  .0112078
T 3240  1 .1684402E+07   6000053E-02 -.5975E+03  .1013E+04   .9997836 -.0135313  .0157988
T 3241  1 .1657706E+07   6000081E-02 -.1057E+03  .2285E+03   .9999545  .0040889  .0086234
T 3242  1 .1695531E+07   6000050E-02 -.2897E+03  .5577E+02   .9999189 -.0028939  .0123993
T 3243  1 .1679300E+07   6000010E-02 -.7414E+03 -.1966E+03   .9998890 -.0148867 -.0005736
T 3244  1 .1693882E+07   6000060E-02 -.4135E+03  .4379E+03   .9997442 -.0115216  .0194607
T 3245  1 .1675624E+07   6000165E-02  .1203E+03 -.3738E+03   .9999555  .0002504 -.0094281
T 3246  1 .1695636E+07   6000096E-02  .8775E+02 -.1034E+04   .9997226  .0072135 -.0224194
T 3247  1 .1694597E+07   6000026E-02 -.1369E+03  .4071E+03   .9999044 -.0006048  .0138157
T 3248  1 .1694503E+07   6000171E-02  .4173E+03 -.2800E+03   .9997070  .0157069 -.0184168
T 3249  1 .1704708E+07   6000177E-02  .2197E+03  .1993E+03   .9999966  .0011519  .0023451
T 3250  1 .1662139E+07   6000166E-02 -.1824E+03 -.1851E+03   .9999367 -.0112456 -.0003509
T 3251  1 .1699567E+07   6000172E-02  .1915E+03  .6297E+02   .9999969 -.0013728  .0020548
T 3252  1 .1684976E+07   6000046E-02  .3814E+03 -.3765E+03   .9998231  .0127310 -.0138453
T 3253  1 .1702850E+07   6000178E-02 -.2779E+03  .9996E+02   .9999586 -.0048983  .0076639
T 3254  1 .1708562E+07   6000054E-02  .3041E+03 -.5922E+02   .9997308  .0076473 -.0219048
T 3255  1 .1684262E+07   6000007E-02  .6514E+03 -.9910E+03   .9991091  .0202575 -.0370217
T 3256  1 .1695064E+07   6000130E-02  .1334E+03  .8145E+02   .9999359 -.0072200 -.0087188
T 3257  1 .1687798E+07   6000032E-02 -.2756E+03 -.1640E+02   .9999437 -.0092511  .0052040
T 3258  1 .1699409E+07   6000143E-02 -.2870E+03  .3888E+03   .9997654 -.0147120  .0158945
T 3259  1 .1707424E+07   6000014E-02 -.9731E+02 -.2063E+03   .9999911  .0025722 -.0033365
T 3260  1 .1696177E+07   6000071E-02  .5261E+03 -.3938E+02   .9998019  .0196463 -.0031986
T 3261  1 .1668754E+07   6000133E-02 -.3359E+03 -.4181E+03   .9997459 -.0049513 -.0219914
T 3262  1 .1684955E+07   6000031E-02  .4132E+03 -.8182E+03   .9999362  .0064470 -.0092788
T 3263  1 .1682388E+07   6000025E-02 -.7408E+02 -.1560E+03   .9999976 -.0022005 -.0000542
T 3264  1 .1695723E+07   6000176E-02 -.2301E+03  .8231E+02   .9999634 -.0063792 -.0057014
T 3265  1 .1690974E+07   6000004E-02 -.1185E+03  .1320E+02   .9999847  .0005321 -.0055076
T 3266  1 .1641715E+07   6000104E-02  .1882E+03  .2621E+03   .9999842  .0051632  .0022206
T 3267  1 .1725495E+07   6000024E-02 -.9681E+02 -.2711E+03   .9998756 -.0010788 -.0157378
T 3268  1 .1688755E+07   6000159E-02 -.5574E+03  .4319E+03   .9998108 -.0177452  .0079670
T 3269  1 .1695404E+07   6000167E-02  .1085E+04 -.2611E+03   .9998336  .0167059  .0073238
T 3270  1 .1680004E+07   6000006E-02  .9931E+03  .2263E+03   .9994316  .0333868  .0046594
T 3271  1 .1693563E+07   6000049E-02 -.7204E+02 -.1298E+00   .9999997 -.0006936 -.0003764
T 3272  1 .1698108E+07   6000110E-02 -.1298E+04 -.1521E+04   .9913757  .1274504 -.0305065
T 3273  1 .1681948E+07   6000067E-02  .5787E+03  .1143E+03   .9998195  .0185996 -.0038689
T 3274  1 .1666544E+07   6000061E-02  .3165E+03  .1890E+03   .9999720  .0071625  .0021751
T 3275  1 .1690383E+07   6000152E-02 -.1269E+03  .4923E+03   .9999430 -.0055184  .0091437
T 3276  1 .1675112E+07   6000004E-02  .4618E+03 -.2832E+03   .9999790  .0060447 -.0023580
T 3277  1 .1689636E+07   6000098E-02  .2103E+03  .3244E+03   .9997821  .0125126  .0167079
T 3278  1 .1666946E+07   6000089E-02  .6951E+03 -.5366E+02   .9994516  .0331106 -.0004243
T 3279  1 .1665516E+07   6000046E-02  .6021E+03  .9587E+01   .9998067  .0189691 -.0051745
T 3280  1 .1687705E+07   6000136E-02 -.3419E+02 -.2388E+03   .9999393 -.0014633 -.0109233
T 3281  1 .1687958E+07   6000089E-02 -.1966E+03  .1885E+02   .9998966 -.0131396  .0058482
T 3282  1 .1680650E+07   6000063E-02 -.7681E+02 -.3328E+03   .9999375 -.0064644 -.0091243
T 3283  1 .1669426E+07   6000142E-02 -.7494E+03  .2351E+03   .9997959 -.0202028  .0001179
T 3284  1 .1691071E+07   6000067E-02 -.3582E+03 -.5762E+02   .9999910 -.0033960 -.0025322
T 3285  1 .1697336E+07   6000097E-02  .3525E+03  .1690E+03   .9999293  .0088998  .0078876
T 3286  1 .1667134E+07   6000131E-02 -.1797E+03  .6052E+03   .9998463 -.0048380  .0168493
T 3287  1 .1691344E+07   6000176E-02  .6692E+03  .1267E+03   .9998625 -.0163642  .0026922
T 3288  1 .1693771E+07   6000002E-02 -.4409E+03  .5855E+02   .9999013 -.0113976  .0082200
T 3289  1 .1699117E+07   6000150E-02 -.1980E+02 -.3890E+03   .9999611  .0033342 -.0081693
T 3290  1 .1699583E+07   6000151E-02  .1060E+04 -.1328E+02   .9996406  .0258160 -.0072218
T 3291  1 .1689691E+07   6000122E-02  .1972E+03 -.2260E+03   .9998690  .0097423 -.0129227
T 3292  1 .1675709E+07   6000134E-02  .9406E+02  .2481E+03   .9999950  .0017080  .0026509
T 3293  1 .1695396E+07   6000034E-02 -.1290E+02  .7258E+03   .9999602 -.0063115  .0063104
T 3294  1 .1681993E+07   6000096E-02  .2146E+03  .3106E+03   .9995306  .0279972  .0124384
T 3295  1 .1680590E+07   6000072E-02 -.2859E+03 -.5769E+02   .9998631 -.0140136 -.0088029
T 3296  1 .1702781E+07   6000175E-02 -.3848E+03 -.6706E+02   .9999684  .0026516 -.0074880
T 3297  1 .1676586E+07   6000124E-02  .3523E+03 -.4225E+03   .9999423  .0019724 -.0105566
T 3298  1 .1702822E+07   6000062E-02 -.1753E+03 -.1646E+03   .9999561 -.0059221  .0072679
T 3299  1 .1696499E+07   6000008E-02  .1030E+02 -.1769E+03   .9999636 -.0014358 -.0084122
T 3300  1 .1672707E+07   6000159E-02 -.2607E+03 -.1188E+03   .9999831  .0043274 -.0038739
T 3301  1 .1703024E+07   6000127E-02 -.2537E+03 -.1866E+02   .9999213 -.0057914 -.0111313
T 3302  1 .1685252E+07   6000175E-02  .8219E+03 -.1419E+04   .9990564  .0110843 -.0419928
T 3303  1 .1698769E+07   6000123E-02 -.1587E+03  .1186E+03   .9999942 -.0013440 -.0031276
T 3304  1 .1695782E+07   6000030E-02  .1908E+03  .3109E+03   .9998946  .0073399  .0125263
T 3305  1 .1690612E+07   6000124E-02  .1190E+03  .3611E+02   .9999401  .0001842  .0109400
T 3306  1 .1674364E+07   6000080E-02  .5299E+02 -.4200E+03   .9998869  .0120833 -.0089532
